Library,Commit,Parent Module,API,Advisory Link,Anomaly,Anomaly description,Category,Reproducing Example,Vulnerable Parameter,Root cause 1,Root cause 2
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a2b743f6017d7b97af1fe49087ae15f0ac634373,tf.raw_ops,tf.raw_ops.RaggedGather,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9c8h-vvrj-w2p8,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"params_nested_splits = [0,0,0],
params_dense_values = [1,1],
indices = [0,0,9,0,0],",params_nested_splits,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/4aacb30888638da75023e6601149415b39763d76,tf.raw_ops,tf.raw_ops.ResourceScatterDiv,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-ch4f-829c-v5pw,Zero integer list element,A zero integer list element in Python refers to an element within a list that has a value of zero. It is an integer value of zero (0) that is present as an item in a list.,List,updates=[0],updates,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/4923de56ec94fff7770df259ab7f2288a74feb41,tf.raw_ops,tf.raw_ops.SparseReshape,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-95xm-g58g-3p88,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"input_shape = np.array([1,1,0]),
new_shape = np.array([1,0])","input_shape, new_shape",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,tf.raw_ops,tf.raw_ops.Restore,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh6x-4whr-2qv4,Empty string argument,"An empty string argument in Python refers to a string parameter or value that has no characters or content. It is a string value passed as an argument to a function, method, or operation, but it does not contain any meaningful data.

In Python, an empty string can be denoted as """" or ''. It represents a string literal with zero characters between the quotation marks.",String,tensor_name=[],tensor_name,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/9e82dce6e6bd1f36a57e08fa85af213e2b2f2622,tf.raw_ops,tf.raw_ops.RestoreSlice,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh6x-4whr-2qv4,Empty string argument,"An empty string argument in Python refers to a string parameter or value that has no characters or content. It is a string value passed as an argument to a function, method, or operation, but it does not contain any meaningful data.

In Python, an empty string can be denoted as """" or ''. It represents a string literal with zero characters between the quotation marks.",String,tensor_name=[],tensor_name,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/301ae88b331d37a2a16159b65b255f4f9eb39314,tf.raw_ops,tf.raw_ops.RaggedTensorToTensor,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hwr7-8gxx-fj5p,Empty list argument,"An empty list argument in Python refers to a list parameter or value that contains no elements. It is a list object passed as an argument to a function, method, or operation, but it does not have any items or content.",List,row_partition_types=[],row_partition_types,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/5dc7f6981fdaf74c8c5be41f393df705841fb7c5,tf.raw_ops,tf.raw_ops.CompressElement,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c9qf-r67m-p7cg,Empty list argument,"An empty list argument in Python refers to a list parameter or value that contains no elements. It is a list object passed as an argument to a function, method, or operation, but it does not have any items or content.",List,components=[[]],components,N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/d9204be9f49520cdaaeb2541d1dc5187b23f31d9,tf.raw_ops,tf.raw_ops.SparseDenseCwiseDiv,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-hp4c-x6r7-6555,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,dense=np.array([0]),dense,N.A,floating point exception
Tensorflow,https://github.com/tensorflow/tensorflow/commit/82e6203221865de4008445b13c69b6826d2b28d9,tf.raw_ops,tf.raw_ops.SparseCountSparseOutput,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-wvjw-p9f5-vq28,Empty list argument,"An empty list argument in Python refers to a list parameter or value that contains no elements. It is a list object passed as an argument to a function, method, or operation, but it does not have any items or content.",List,dense_shape=[],dense_shape,N.A,N.A
Tensorflow,https://github.com/tensorflow/tensorflow/commit/890f7164b70354c57d40eda52dcdd7658677c09f,tf.strings,tf.strings.substr,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mmq6-q8r3-48fm,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",List,"len=1
pos=[1,-1]","len 
pos",N.A,N.A
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1dc6a7ce6e0b3e27a7ae650bfc05b195ca793f88,tf.raw_ops,tf.transpose,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xqfj-cr6q-pc8w,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"tf.transpose(conjugate=True, a=complex(1))","conjugate 
a",N.A,N.A
Tensorflow,https://github.com/tensorflow/tensorflow/commit/698e01511f62a3c185754db78ebce0eee1f0184d,tf.io,tf.io.decode_raw,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-8pmx-p244-g88h,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"tf.io.decode_raw(tf.constant([""1"",""2"",""3"",""4""]), tf.uint16, fixed_length=4)","tf.uint16 
fixed_length",N.A,wrong results
Tensorflow,https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,tf.raw_ops,tf.raw_ops.CTCLoss,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vvg4-vgrv-xfr7,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"inputs = tf.constant([], shape=[10, 16, 0], dtype=tf.float32)",inputs,N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,tf.raw_ops,tf.raw_ops.CTCLoss,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vvg4-vgrv-xfr7,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"labels_indices = tf.constant([], shape=[8, 0], dtype=tf.int64)",labels_indices ,N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/14607c0707040d775e06b6817325640cb4b5864c,tf.raw_ops,tf.raw_ops.CTCLoss,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vvg4-vgrv-xfr7,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"labels_indices = tf.constant([], shape=[0, 2], dtype=tf.int64)
labels_values = tf.constant([], shape=[0], dtype=tf.int32)","labels_indices 
labels_values",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.BandedTriangularSolve,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2xgj-xhgf-ggjv,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"matrix_tensor = tf.convert_to_tensor(np.reshape(matrix_array,(0,1)),dtype=tf.float32)
rhs_tensor = tf.convert_to_tensor(np.reshape(rhs_array,(1,2)),dtype=tf.float32)","matrix_tensor
rhs_tensor",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/c5b0d5f8ac19888e46ca14b0e27562e7fbbee9a9,tf.raw_ops,tf.raw_ops.QuantizeAndDequantizeV2,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-mq5c-prh3-3f3h,Tensor Rank Confusion,Tensor Rank Confusion,Tensor,axis=-2,axis,N.A,heap underflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,tf.raw_ops,tf.raw_ops.SparseReshape,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9rpc-5v9q-5r7f,Scalar input tensor,"A scalar input tensor refers to a tensor with a rank of 0, meaning it has zero dimensions. In other words, a scalar input tensor represents a single value without any additional structure or dimensions.",Tensor,"input_indices = tf.constant(41, shape=[1, 1], dtype=tf.int64)",input_indices,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,tf.raw_ops,tf.raw_ops.SparseReshape,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9rpc-5v9q-5r7f,Scalar input tensor,"A scalar input tensor refers to a tensor with a rank of 0, meaning it has zero dimensions. In other words, a scalar input tensor represents a single value without any additional structure or dimensions.",Tensor,"input_shape = tf.zeros([11], dtype=tf.int64)",input_shape,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/1d04d7d93f4ed3854abf75d6b712d72c3f70d6b6,tf.raw_ops,tf.raw_ops.SparseReshape,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9rpc-5v9q-5r7f,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"new_shape = tf.zeros([1], dtype=tf.int64)",new_shape,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.SparseSparseMinimum,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gv26-jpj9-c8gq,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"a_indices = tf.ones([45, 92], dtype=tf.int64)
b_indices = tf.ones([1, 1], dtype=tf.int64)","a_indices 
b_indices",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.SparseSparseMinimum,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gv26-jpj9-c8gq,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"a_indices = tf.ones([45, 92], dtype=tf.int64) 
a_shape = tf.ones([1], dtype=tf.int64)","a_indices 
a_shape",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ba6822bd7b7324ba201a28b2f278c29a98edbef2,tf.raw_ops,tf.raw_ops.SparseSparseMinimum,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gv26-jpj9-c8gq,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"a_indices = tf.ones([45, 92], dtype=tf.int64)
a_values = tf.ones([45], dtype=tf.int64)
a_shape = tf.ones([1], dtype=tf.int64)
b_indices = tf.ones([1, 1], dtype=tf.int64)
b_values = tf.ones([1], dtype=tf.int64)
b_shape = tf.ones([1], dtype=tf.int64)","a_indices 
a_values 
a_shape 
b_indices 
b_values 
b_shape",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/41727ff06111117bdf86b37db198217fd7a143cc,tf.raw_ops,tf.raw_ops.SparseAdd,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cjc7-49v2-jp64,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"a_indices = tf.zeros([10, 97], dtype=tf.int64) 
a_values = tf.zeros([10], dtype=tf.int64)","a_indices 
a_shape",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/41727ff06111117bdf86b37db198217fd7a143cc,tf.raw_ops,tf.raw_ops.SparseAdd,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cjc7-49v2-jp64,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"a_shape = tf.zeros([0], dtype=tf.int64)
b_indices = tf.zeros([0, 0], dtype=tf.int64)
b_values = tf.zeros([0], dtype=tf.int64)
b_shape = tf.zeros([0], dtype=tf.int64)","a_indices 
a_values 
a_shape 
b_indices 
b_values 
b_shape",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f94ef358bb3e91d517446454edff6535bcfe8e4a,tf.raw_ops,tf.raw_ops.RaggedTensorToTensor,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-rgvq-pcvf-hx75,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"values = tf.constant([], shape=[0], dtype=tf.int64)","shape 
values 
default_value 
row",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/2c74674348a4708ced58ad6eb1b23354df8ee044,tf.raw_ops,tf.raw_ops.BatchToSpaceNd,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cfx7-2xpc-8w4h,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,N.A,N.A,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/6d36ba65577006affb272335b7c1abd829010708,tf.raw_ops,tf.raw_ops.SpaceToBatchND,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v52p-hfjf-wg88,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,N.A,N.A,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/b22786e7e9b7bdb6a56936ff29cc7e9968d7bc1d,tf,tf.split,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-97wf-p777-86jq,Zero integer argument,"A zero integer argument in Python refers to an integer value of zero (0) that is passed as an argument to a function, method, or operation. It represents a numerical value of zero that is used as input for a specific computation or functionality.",Integer,num_or_size_splits=0,num_or_size_splits,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/3ebedd7e345453d68e279cfc3e4072648e5e12e5,tf,tf.one_hot,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-j8qh-3xrq-c825,Zero integer list element,A zero integer list element in Python refers to an element within a list that has a value of zero. It is an integer value of zero (0) that is present as an item in a list.,List,"indices=[1,1,0,1],",indices,N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/6972f9dfe325636b3db4e0bc517ee22a159365c0,tf.raw_ops,tf.raw_ops.FusedBatchNorm,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9xh4-23q4-v6wr,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"scale = tf.constant([0.0], shape=[1], dtype=tf.float32)
offset = tf.constant([0.0], shape=[1], dtype=tf.float32)
mean = tf.constant([0.0], shape=[1], dtype=tf.float32)
variance = tf.constant([0.0], shape=[1], dtype=tf.float32)","scale
offset
mean
variance",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/4c0ee937c0f61c4fc5f5d32d9bb4c67428012a60,tf.raw_ops,tf.raw_ops.SparseSplit,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xvjm-fvxx-q3hv,Large integer argument,"A large integer argument refers to an argument passed to a function or operation that represents a large integer value. It means that the argument is an integer value that exceeds the typical range of integer values supported by the underlying programming language or system.

The specific definition of a ""large"" integer may vary depending on the context and the limitations of the programming language or system being used. For example, in Python, integers have arbitrary precision, allowing you to work with integers of any size. However, other programming languages may have predefined limits on the range of integer values they can handle.

In the context of function arguments, a large integer argument can be used to represent various concepts or quantities. It may be used to specify an index, a count, a value, or any other numerical parameter required by the function or operation.",Integer,"import tensorflow as tf

input_layer = 2**60-1
sparse_data = tf.raw_ops.SparseSplit(
split_dim=1, 
indices=[(0, 0), (0, 1), (0, 2), 
(4, 3), (5, 0), (5, 1)],
values=[1.0, 1.0, 1.0, 1.0, 1.0, 1.0],
shape=(input_layer, input_layer),
num_split=2,
name=None
)",shape,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/5899741d0421391ca878da47907b1452f06aaf1b,tf.raw_ops,tf.raw_ops.Dequantize,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c45w-2wxr-pp53,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"min_range = tf.constant([-10], shape=[1], dtype=tf.float32)
max_range = tf.constant([24, 758, 758, 758, 758], shape=[5], dtype=tf.float32)","min_range 
max_range",N.A,out of bound read
Tensorflow,https://github.com/tensorflow/tensorflow/commit/b1b323042264740c398140da32e93fb9c2c9f33e,tf.raw_ops,tf.raw_ops.CTCBeamSearchDecoder,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vq2r-5xvm-3hc3,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"inputs = tf.constant([], shape=[18, 8, 0], dtype=tf.float32)",inputs,N.A,segfault
Tensorflow,https://github.com/tensorflow/tensorflow/commit/12c727cee857fa19be717f336943d95fca4ffe4f,tf.raw_ops,tf.raw_ops.FractionalAvgPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6f89-8j54-29xf,Scalar input tensor,"A scalar input tensor refers to a tensor with a rank of 0, meaning it has zero dimensions. In other words, a scalar input tensor represents a single value without any additional structure or dimensions.",Tensor,"row_pooling_sequence = tf.constant([1], shape=[1], dtype=tf.int64)
col_pooling_sequence = tf.constant([1], shape=[1], dtype=tf.int64)","""row_pooling_sequence
col_pooling_sequence",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/32fdcbff9d06d010d908fcc4bd4b36eb3ce15925,tf.raw_ops,tf.raw_ops.FractionalMaxPoolGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-x8h6-xgqx-jqgp,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"orig_output = tf.constant([], dtype=tf.int64) ",orig_output,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/6fc9141f42f6a72180ecd24021c3e6b36165fe0d,tf.raw_ops,tf.raw_ops.AvgPool3DGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v6r6-84gr-92rm,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"orig_input_shape = tf.constant([10, 6, 3, 7, 7], shape=[5], dtype=tf.int32)
grad = tf.constant([0.01, 0, 0], shape=[3, 1, 1, 1, 1], dtype=tf.float32)","orig_input_shape
grad",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,tf.raw_ops,tf.raw_ops.MaxPool3DGradGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7cqx-92hp-x6wh,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"orig_input = tf.constant(values, shape=[11, 1, 1, 1, 1], dtype=tf.float32)
grad = tf.constant([0.01], shape=[1, 1, 1, 1, 1], dtype=tf.float32)","orig_input
grad",N.A,heap buffer overflow
Tensorflow,https://github.com/tensorflow/tensorflow/commit/a3d9f9be9ac2296615644061b40cefcee341dcc4,tf.raw_ops,tf.raw_ops.MaxPool3DGradGrad,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-828x-qc2p-wprq,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"grad = tf.constant([], shape=[0, 0, 0, 0, 0], dtype=tf.float32)","orig_input
orig_output
grad",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/376c352a37ce5a68b721406dc7e77ac4b6cf483d,tf.raw_ops,tf.raw_ops.MaxPoolGradWithArgmax,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-9vpm-rcf4-9wqw,Empty input tensor,An empty input tensor refers to a tensor that has no elements or has a size of zero along one or more dimensions. It represents a tensor with no data or empty content.,Tensor,"input = tf.constant([], shape=[0, 0, 0, 0], dtype=tf.float32)
grad = tf.constant([], shape=[0, 0, 0, 0], dtype=tf.float32)
argmax = tf.constant([], shape=[0], dtype=tf.int64)","input
grad
argmax",N.A,division by zero
Tensorflow,https://github.com/tensorflow/tensorflow/commit/ecf768cbe50cedc0a45ce1ee223146a3d3d26d23,tf.raw_ops,tf.raw_ops.ReverseSequence,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6qgm-fv6v-rfpv,Negative integer argument,"A negative integer argument in Python refers to an integer value that is less than zero. It is a numeric value that represents a negative quantity or position in a numerical sequence. In Python, negative integers are denoted by placing a minus sign (-) before the numerical value. For example, -1, -2, -3, and so on.",Integer,seq_dim=-2,seq_dim,N.A,check failure
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,tf.raw_ops,tf.raw_ops.SdcaOptimizer,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5gqf-456p-4836,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"sparse_indices = [tf.constant((0), dtype=tf.int64), tf.constant((0), dtype=tf.int64)] 
sparse_weights = [tf.constant((0.0), dtype=tf.float32), tf.constant((0.0), dtype=tf.float32)]","sparse_indices
sparse_weights",N.A,nullptr dereference
Tensorflow,https://github.com/tensorflow/tensorflow/commit/f7cc8755ac6683131fdfa7a8a121f9d7a9dec6fb,tf.raw_ops,tf.raw_ops.SdcaOptimizer,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5gqf-456p-4836,Dimension mismatch,"Tensor shape mismatch: If the shapes of the input tensors are not compatible for a given operation, such as matrix multiplication, concatenation, or element-wise operations. For example, attempting to multiply two tensors with incompatible shapes like (3, 4) and (5, 6) will result in a dimension mismatch error.

Inconsistent dimensions in additional arguments: Some APIs require additional arguments like dimensions or indices to specify the dimensions or specific elements of the tensors to operate on. If these dimensions or indices are not valid or do not align with the input tensors' shapes, a dimension mismatch can occur.",Tensor,"sparse_example_indices = [tf.constant((0), dtype=tf.int64), tf.constant((0), dtype=tf.int64)]
sparse_feature_indices = [tf.constant([], shape=[0, 0, 0, 0], dtype=tf.int64), tf.constant((0), dtype=tf.int64)]","sparse_example_indices
sparse_feature_indices",N.A,nullptr dereference
